url,domain,threat_level,features
http://paypal-secure-verify.com,paypal-secure-verify.com,high,typosquatting,ssl_mismatch,urgent_language
https://facebook-login-secure.net,facebook-login-secure.net,high,typosquatting,form_collection,suspicious_tld
http://google-account-verify.com,google-account-verify.com,high,typosquatting,credential_harvesting
https://amazon-payment-secure.co,amazon-payment-secure.co,high,typosquatting,payment_form
http://microsoft-account-verify.net,microsoft-account-verify.net,high,typosquatting,login_form
https://apple-id-verify-secure.com,apple-id-verify-secure.com,high,typosquatting,credential_harvesting
http://netflix-account-verify.co,netflix-account-verify.co,high,typosquatting,subscription_form
https://bankofamerica-secure-login.com,bankofamerica-secure-login.com,high,typosquatting,financial_data
http://wellsfargo-account-verify.net,wellsfargo-account-verify.net,high,typosquatting,banking_form
https://chase-bank-secure-login.co,chase-bank-secure-login.co,high,typosquatting,financial_data
http://ebay-account-verify-secure.com,ebay-account-verify-secure.com,high,typosquatting,marketplace_form
https://linkedin-account-verify.net,linkedin-account-verify.net,high,typosquatting,professional_data
http://twitter-account-secure-verify.co,twitter-account-secure-verify.co,high,typosquatting,social_media
https://instagram-account-verify-secure.com,instagram-account-verify-secure.com,high,typosquatting,social_media
http://dropbox-account-verify.net,dropbox-account-verify.net,high,typosquatting,file_sharing
https://spotify-account-verify-secure.co,spotify-account-verify-secure.co,high,typosquatting,subscription_form
http://uber-account-verify-secure.com,uber-account-verify-secure.com,high,typosquatting,ride_sharing
https://airbnb-account-verify.net,airbnb-account-verify.net,high,typosquatting,travel_booking
http://discord-account-verify-secure.co,discord-account-verify-secure.co,high,typosquatting,gaming_platform
https://steam-account-verify-secure.com,steam-account-verify-secure.com,high,typosquatting,gaming_platform
http://paypal-verify-account.net,paypal-verify-account.net,high,typosquatting,payment_processing
https://stripe-account-verify-secure.co,stripe-account-verify-secure.co,high,typosquatting,payment_processing
http://square-account-verify-secure.com,square-account-verify-secure.com,high,typosquatting,payment_processing
https://coinbase-account-verify.net,coinbase-account-verify.net,high,typosquatting,cryptocurrency
http://binance-account-verify-secure.co,binance-account-verify-secure.co,high,typosquatting,cryptocurrency
https://robinhood-account-verify-secure.com,robinhood-account-verify-secure.com,high,typosquatting,investment
http://etrade-account-verify.net,etrade-account-verify.net,high,typosquatting,investment
https://fidelity-account-verify-secure.co,fidelity-account-verify-secure.co,high,typosquatting,investment
http://schwab-account-verify-secure.com,schwab-account-verify-secure.com,high,typosquatting,investment
https://vanguard-account-verify.net,vanguard-account-verify.net,high,typosquatting,investment
http://usaa-account-verify-secure.co,usaa-account-verify-secure.co,high,typosquatting,banking
https://navyfederal-account-verify-secure.com,navyfederal-account-verify-secure.com,high,typosquatting,banking
http://pnc-account-verify.net,pnc-account-verify.net,high,typosquatting,banking
https://citibank-account-verify-secure.co,citibank-account-verify-secure.co,high,typosquatting,banking
http://tdbank-account-verify-secure.com,tdbank-account-verify-secure.com,high,typosquatting,banking
https://santander-account-verify.net,santander-account-verify.net,high,typosquatting,banking
http://bbt-account-verify-secure.co,bbt-account-verify-secure.co,high,typosquatting,banking
https://regions-account-verify-secure.com,regions-account-verify-secure.com,high,typosquatting,banking
http://keybank-account-verify.net,keybank-account-verify.net,high,typosquatting,banking
https://fifththird-account-verify-secure.co,fifththird-account-verify-secure.co,high,typosquatting,banking
http://huntington-account-verify-secure.com,huntington-account-verify-secure.com,high,typosquatting,banking
https://comerica-account-verify.net,comerica-account-verify.net,high,typosquatting,banking
http://bmo-account-verify-secure.co,bmo-account-verify-secure.co,high,typosquatting,banking
https://hsbc-account-verify-secure.com,hsbc-account-verify-secure.com,high,typosquatting,banking
http://deutschebank-account-verify.net,deutschebank-account-verify.net,high,typosquatting,banking
https://barclays-account-verify-secure.co,barclays-account-verify-secure.co,high,typosquatting,banking
http://lloyds-account-verify-secure.com,lloyds-account-verify-secure.com,high,typosquatting,banking
https://rbs-account-verify.net,rbs-account-verify.net,high,typosquatting,banking
http://natwest-account-verify-secure.co,natwest-account-verify-secure.co,high,typosquatting,banking
https://halifax-account-verify-secure.com,halifax-account-verify-secure.com,high,typosquatting,banking
http://santander-uk-account-verify.net,santander-uk-account-verify.net,high,typosquatting,banking
https://tsb-account-verify-secure.co,tsb-account-verify-secure.co,high,typosquatting,banking
http://virginmoney-account-verify-secure.com,virginmoney-account-verify-secure.com,high,typosquatting,banking
https://coopbank-account-verify.net,coopbank-account-verify.net,high,typosquatting,banking
http://nationwide-account-verify-secure.co,nationwide-account-verify-secure.co,high,typosquatting,banking
https://metrobank-account-verify-secure.com,metrobank-account-verify-secure.com,high,typosquatting,banking
http://firstdirect-account-verify.net,firstdirect-account-verify.net,high,typosquatting,banking
https://monese-account-verify-secure.co,monese-account-verify-secure.co,high,typosquatting,banking
http://revolut-account-verify-secure.com,revolut-account-verify-secure.com,high,typosquatting,banking
https://monzo-account-verify.net,monzo-account-verify.net,high,typosquatting,banking
http://starling-account-verify-secure.co,starling-account-verify-secure.co,high,typosquatting,banking
https://chime-account-verify-secure.com,chime-account-verify-secure.com,high,typosquatting,banking
http://varomoney-account-verify.net,varomoney-account-verify.net,high,typosquatting,banking
https://current-account-verify-secure.co,current-account-verify-secure.co,high,typosquatting,banking
http://sofi-account-verify-secure.com,sofi-account-verify-secure.com,high,typosquatting,banking
https://ally-account-verify.net,ally-account-verify.net,high,typosquatting,banking
http://capitalone-account-verify-secure.co,capitalone-account-verify-secure.co,high,typosquatting,banking
https://discover-account-verify-secure.com,discover-account-verify-secure.com,high,typosquatting,banking
